"MEASUREMENTS","CELL_LINES","CONDITIONS","STIM_DAYS","Plate","Date","Dilution_Factor","IL2_concentration","IL2_concentration_DILUTION_FACTOR"
0.396,"3E10_GFP","STIM",1,1,2022-06-23,5,381.098915879052,1905.49457939526
0.918,"69","STIM",1,1,2022-06-23,5,883.456577719619,4417.2828885981
0.658,"590_L","STIM",1,1,2022-06-23,5,633.24011779903,3166.20058899515
0.135,"614_H","STIM",1,1,2022-06-23,5,129.920084958768,649.600424793838
0.229,"614_L","STIM",1,1,2022-06-23,5,220.382958930058,1101.91479465029
0.02,"T6BD_H","STIM",1,1,2022-06-23,5,19.2474199938915,96.2370999694575
0.012,"T6BD_L","STIM",1,1,2022-06-23,5,11.5484519963349,57.7422599816745
0.436,"3E10_GFP","STIM",1,1,2022-06-23,5,419.593755866834,2097.96877933417
0.875,"69","STIM",1,1,2022-06-23,5,842.074624732753,4210.37312366376
0.635,"590_L","STIM",1,1,2022-06-23,5,611.105584806055,3055.52792403027
0.134,"614_H","STIM",1,1,2022-06-23,5,128.957713959073,644.788569795365
0.224,"614_L","STIM",1,1,2022-06-23,5,215.571103931585,1077.85551965792
0.02,"T6BD_H","STIM",1,1,2022-06-23,5,19.2474199938915,96.2370999694575
0.011,"T6BD_L","STIM",1,1,2022-06-23,5,10.5860809966403,52.9304049832016
0.44,"3E10_GFP","STIM",1,1,2022-06-23,5,423.443239865613,2117.21619932806
0.902,"69","STIM",1,1,2022-06-23,5,868.058641724506,4340.29320862253
0.604,"590_L","STIM",1,1,2022-06-23,5,581.272083815523,2906.36041907761
0.134,"614_H","STIM",1,1,2022-06-23,5,128.957713959073,644.788569795365
0.235,"614_L","STIM",1,1,2022-06-23,5,226.157184928225,1130.78592464113
0.018,"T6BD_H","STIM",1,1,2022-06-23,5,17.3226779945023,86.6133899725117
0.006,"T6BD_L","STIM",1,1,2022-06-23,5,5.77422599816745,28.8711299908372
0.034,"3E10_GFP","UNSTIM",1,1,2022-06-23,5,32.7206139896155,163.603069948078
0.035,"69","UNSTIM",1,1,2022-06-23,5,33.6829849893101,168.414924946551
0.033,"590_L","UNSTIM",1,1,2022-06-23,5,31.758242989921,158.791214949605
0.09,"614_H","UNSTIM",1,1,2022-06-23,5,86.6133899725117,433.066949862558
0.1,"614_L","UNSTIM",1,1,2022-06-23,5,96.2370999694575,481.185499847287
0.015,"T6BD_H","UNSTIM",1,1,2022-06-23,5,14.4355649954186,72.1778249770931
0.054,"T6BD_L","UNSTIM",1,1,2022-06-23,5,51.968033983507,259.840169917535
0.043,"3E10_GFP","UNSTIM",1,1,2022-06-23,5,41.3819529868667,206.909764934334
0.042,"69","UNSTIM",1,1,2022-06-23,5,40.4195819871721,202.097909935861
0.033,"590_L","UNSTIM",1,1,2022-06-23,5,31.758242989921,158.791214949605
0.075,"614_H","UNSTIM",1,1,2022-06-23,5,72.1778249770931,360.889124885465
0.106,"614_L","UNSTIM",1,1,2022-06-23,5,102.011325967625,510.056629838124
0.016,"T6BD_H","UNSTIM",1,1,2022-06-23,5,15.3979359951132,76.989679975566
0.007,"T6BD_L","UNSTIM",1,1,2022-06-23,5,6.73659699786202,33.6829849893101
0.038,"3E10_GFP","UNSTIM",1,1,2022-06-23,5,36.5700979883938,182.850489941969
0.049,"69","UNSTIM",1,1,2022-06-23,5,47.1561789850342,235.780894925171
0.035,"590_L","UNSTIM",1,1,2022-06-23,5,33.6829849893101,168.414924946551
0.079,"614_H","UNSTIM",1,1,2022-06-23,5,76.0273089758714,380.136544879357
0.11,"614_L","UNSTIM",1,1,2022-06-23,5,105.860809966403,529.304049832016
0.016,"T6BD_H","UNSTIM",1,1,2022-06-23,5,15.3979359951132,76.989679975566
0.008,"T6BD_L","UNSTIM",1,1,2022-06-23,5,7.6989679975566,38.494839987783
0.362,"3E10_GFP","STIM",2,1,2022-06-23,5,348.378301889436,1741.89150944718
0.757,"69","STIM",2,1,2022-06-23,5,728.514846768793,3642.57423384396
0.38,"590_L","STIM",2,1,2022-06-23,5,365.700979883938,1828.50489941969
0.428,"614_H","STIM",2,1,2022-06-23,5,411.894787869278,2059.47393934639
0.284,"614_L","STIM",2,1,2022-06-23,5,273.313363913259,1366.5668195663
0.012,"T6BD_H","STIM",2,1,2022-06-23,5,11.5484519963349,57.7422599816745
0.009,"T6BD_L","STIM",2,1,2022-06-23,5,8.66133899725117,43.3066949862558
0.343,"3E10_GFP","STIM",2,1,2022-06-23,5,330.093252895239,1650.4662644762
0.806,"69","STIM",2,1,2022-06-23,5,775.671025753827,3878.35512876914
0.368,"590_L","STIM",2,1,2022-06-23,5,354.152527887603,1770.76263943802
0.406,"614_H","STIM",2,1,2022-06-23,5,390.722625875997,1953.61312937999
0.262,"614_L","STIM",2,1,2022-06-23,5,252.141201919979,1260.70600959989
0.009,"T6BD_H","STIM",2,1,2022-06-23,5,8.66133899725117,43.3066949862558
0.009,"T6BD_L","STIM",2,1,2022-06-23,5,8.66133899725117,43.3066949862558
0.334,"3E10_GFP","STIM",2,1,2022-06-23,5,321.431913897988,1607.15956948994
0.746,"69","STIM",2,1,2022-06-23,5,717.928765772153,3589.64382886076
0.352,"590_L","STIM",2,1,2022-06-23,5,338.75459189249,1693.77295946245
0.386,"614_H","STIM",2,1,2022-06-23,5,371.475205882106,1857.37602941053
0.228,"614_L","STIM",2,1,2022-06-23,5,219.420587930363,1097.10293965181
0.011,"T6BD_H","STIM",2,1,2022-06-23,5,10.5860809966403,52.9304049832016
0.007,"T6BD_L","STIM",2,1,2022-06-23,5,6.73659699786202,33.6829849893101
0.044,"3E10_GFP","UNSTIM",2,1,2022-06-23,5,42.3443239865613,211.721619932806
0.04,"69","UNSTIM",2,1,2022-06-23,5,38.494839987783,192.474199938915
0.015,"590_L","UNSTIM",2,1,2022-06-23,5,14.4355649954186,72.1778249770931
0.193,"614_H","UNSTIM",2,1,2022-06-23,5,185.737602941053,928.688014705264
0.089,"614_L","UNSTIM",2,1,2022-06-23,5,85.6510189728171,428.255094864086
0.01,"T6BD_H","UNSTIM",2,1,2022-06-23,5,9.62370999694575,48.1185499847287
0.01,"T6BD_L","UNSTIM",2,1,2022-06-23,5,9.62370999694575,48.1185499847287
0.029,"3E10_GFP","UNSTIM",2,1,2022-06-23,5,27.9087589911427,139.543794955713
0.044,"69","UNSTIM",2,1,2022-06-23,5,42.3443239865613,211.721619932806
0.015,"590_L","UNSTIM",2,1,2022-06-23,5,14.4355649954186,72.1778249770931
0.189,"614_H","UNSTIM",2,1,2022-06-23,5,181.888118942275,909.440594711373
0.096,"614_L","UNSTIM",2,1,2022-06-23,5,92.3876159706791,461.938079853396
0.007,"T6BD_H","UNSTIM",2,1,2022-06-23,5,6.73659699786202,33.6829849893101
0.005,"T6BD_L","UNSTIM",2,1,2022-06-23,5,4.81185499847287,24.0592749923644
0.026,"3E10_GFP","UNSTIM",2,1,2022-06-23,5,25.0216459920589,125.108229960295
0.041,"69","UNSTIM",2,1,2022-06-23,5,39.4572109874776,197.286054937388
0.015,"590_L","UNSTIM",2,1,2022-06-23,5,14.4355649954186,72.1778249770931
0.203,"614_H","UNSTIM",2,1,2022-06-23,5,195.361312937999,976.806564689993
0.099,"614_L","UNSTIM",2,1,2022-06-23,5,95.2747289697629,476.373644848814
0.011,"T6BD_H","UNSTIM",2,1,2022-06-23,5,10.5860809966403,52.9304049832016
0.006,"T6BD_L","UNSTIM",2,1,2022-06-23,5,5.77422599816745,28.8711299908372
0.516,"3E10_GFP","STIM",1,1,2022-07-01,5,402.658689753198,2013.29344876599
0.759,"69","STIM",1,1,2022-07-01,5,592.282840160227,2961.41420080114
0.013,"591_L","STIM",1,1,2022-07-01,5,10.1445018736271,50.7225093681354
-0.001,"631_H","STIM",1,1,2022-07-01,5,-0.780346297971314,-3.90173148985657
0.015,"632_H","STIM",1,1,2022-07-01,5,11.7051944695697,58.5259723478486
0.581,"3E10_GFP","STIM",3,1,2022-07-01,5,453.381199121333,2266.90599560667
0.556,"3E10_GFP","STIM",3,1,2022-07-01,5,433.872541672051,2169.36270836025
0.622,"3E10_GFP","STIM",3,1,2022-07-01,5,485.375397338157,2426.87698669079
0.461,"3E10_GFP","STIM",1,1,2022-07-01,5,359.739643364776,1798.69821682388
0.702,"69","STIM",1,1,2022-07-01,5,547.803101175862,2739.01550587931
0.01,"591_L","STIM",1,1,2022-07-01,5,7.80346297971314,39.0173148985657
0.003,"631_H","STIM",1,1,2022-07-01,5,2.34103889391394,11.7051944695697
0.016,"632_H","STIM",1,1,2022-07-01,5,12.485540767541,62.4277038377051
0.039,"3E10_GFP","UNSTIM",3,1,2022-07-01,5,30.4335056208813,152.167528104406
0.028,"3E10_GFP","UNSTIM",3,1,2022-07-01,5,21.8496963431968,109.248481715984
0.026,"3E10_GFP","UNSTIM",3,1,2022-07-01,5,20.2890037472542,101.445018736271
0.47,"3E10_GFP","STIM",1,1,2022-07-01,5,366.762760046518,1833.81380023259
0.637,"69","STIM",1,1,2022-07-01,5,497.080591807727,2485.40295903864
0.01,"591_L","STIM",1,1,2022-07-01,5,7.80346297971314,39.0173148985657
0.006,"631_H","STIM",1,1,2022-07-01,5,4.68207778782789,23.4103889391394
0.015,"632_H","STIM",1,1,2022-07-01,5,11.7051944695697,58.5259723478486
0.803,"69","STIM",3,1,2022-07-01,5,626.618077270965,3133.09038635483
0.824,"69","STIM",3,1,2022-07-01,5,643.005349528363,3215.02674764181
0.829,"69","STIM",3,1,2022-07-01,5,646.907081018219,3234.5354050911
0.032,"3E10_GFP","UNSTIM",1,1,2022-07-01,5,24.9710815350821,124.85540767541
0.02,"69","UNSTIM",1,1,2022-07-01,5,15.6069259594263,78.0346297971314
0.011,"591_L","UNSTIM",1,1,2022-07-01,5,8.58380927768446,42.9190463884223
0.006,"631_H","UNSTIM",1,1,2022-07-01,5,4.68207778782789,23.4103889391394
0.023,"632_H","UNSTIM",1,1,2022-07-01,5,17.9479648533402,89.7398242667011
0.021,"69","UNSTIM",3,1,2022-07-01,5,16.3872722573976,81.936361286988
0.015,"69","UNSTIM",3,1,2022-07-01,5,11.7051944695697,58.5259723478486
0.014,"69","UNSTIM",3,1,2022-07-01,5,10.9248481715984,54.624240857992
0.025,"3E10_GFP","UNSTIM",1,1,2022-07-01,5,19.5086574492829,97.5432872464143
0.015,"69","UNSTIM",1,1,2022-07-01,5,11.7051944695697,58.5259723478486
0.017,"591_L","UNSTIM",1,1,2022-07-01,5,13.2658870655123,66.3294353275617
0.005,"631_H","UNSTIM",1,1,2022-07-01,5,3.90173148985657,19.5086574492829
0.027,"632_H","UNSTIM",1,1,2022-07-01,5,21.0693500452255,105.346750226127
0.011,"591_L","STIM",3,1,2022-07-01,5,8.58380927768446,42.9190463884223
0.008,"591_L","STIM",3,1,2022-07-01,5,6.24277038377051,31.2138519188526
0.013,"591_L","STIM",3,1,2022-07-01,5,10.1445018736271,50.7225093681354
0.037,"3E10_GFP","UNSTIM",1,1,2022-07-01,5,28.8728130249386,144.364065124693
0.021,"69","UNSTIM",1,1,2022-07-01,5,16.3872722573976,81.936361286988
0.017,"591_L","UNSTIM",1,1,2022-07-01,5,13.2658870655123,66.3294353275617
0.005,"631_H","UNSTIM",1,1,2022-07-01,5,3.90173148985657,19.5086574492829
0.027,"632_H","UNSTIM",1,1,2022-07-01,5,21.0693500452255,105.346750226127
0.01,"591_L","UNSTIM",3,1,2022-07-01,5,7.80346297971314,39.0173148985657
0.015,"591_L","UNSTIM",3,1,2022-07-01,5,11.7051944695697,58.5259723478486
0.019,"591_L","UNSTIM",3,1,2022-07-01,5,14.826579661455,74.1328983072748
0.315,"3E10_GFP","STIM",2,1,2022-07-01,5,245.809083860964,1229.04541930482
0.958,"69","STIM",2,1,2022-07-01,5,747.571753456519,3737.85876728259
0.04,"591_L","STIM",2,1,2022-07-01,5,31.2138519188526,156.069259594263
0.009,"631_H","STIM",2,1,2022-07-01,5,7.02311668174183,35.1155834087091
0.03,"632_H","STIM",2,1,2022-07-01,5,23.4103889391394,117.051944695697
0.015,"631_H","STIM",3,1,2022-07-01,5,11.7051944695697,58.5259723478486
0.005,"631_H","STIM",3,1,2022-07-01,5,3.90173148985657,19.5086574492829
0.004,"631_H","STIM",3,1,2022-07-01,5,3.12138519188526,15.6069259594263
0.29,"3E10_GFP","STIM",2,1,2022-07-01,5,226.300426411681,1131.50213205841
0.916,"69","STIM",2,1,2022-07-01,5,714.797208941724,3573.98604470862
0.026,"591_L","STIM",2,1,2022-07-01,5,20.2890037472542,101.445018736271
0.006,"631_H","STIM",2,1,2022-07-01,5,4.68207778782789,23.4103889391394
0.022,"632_H","STIM",2,1,2022-07-01,5,17.1676185553689,85.8380927768445
0.006,"631_H","UNSTIM",3,1,2022-07-01,5,4.68207778782789,23.4103889391394
0.009,"631_H","UNSTIM",3,1,2022-07-01,5,7.02311668174183,35.1155834087091
0.01,"631_H","UNSTIM",3,1,2022-07-01,5,7.80346297971314,39.0173148985657
0.274,"3E10_GFP","STIM",2,1,2022-07-01,5,213.81488564414,1069.0744282207
0.906,"69","STIM",2,1,2022-07-01,5,706.993745962011,3534.96872981005
0.023,"591_L","STIM",2,1,2022-07-01,5,17.9479648533402,89.7398242667011
0.015,"631_H","STIM",2,1,2022-07-01,5,11.7051944695697,58.5259723478486
0.024,"632_H","STIM",2,1,2022-07-01,5,18.7283111513115,93.6415557565577
0.015,"632_H","STIM",3,1,2022-07-01,5,11.7051944695697,58.5259723478486
0.011,"632_H","STIM",3,1,2022-07-01,5,8.58380927768446,42.9190463884223
0.014,"632_H","STIM",3,1,2022-07-01,5,10.9248481715984,54.624240857992
0.022,"3E10_GFP","UNSTIM",2,1,2022-07-01,5,17.1676185553689,85.8380927768445
0.021,"69","UNSTIM",2,1,2022-07-01,5,16.3872722573976,81.936361286988
0.025,"591_L","UNSTIM",2,1,2022-07-01,5,19.5086574492829,97.5432872464143
0.007,"631_H","UNSTIM",2,1,2022-07-01,5,5.4624240857992,27.312120428996
0.029,"632_H","UNSTIM",2,1,2022-07-01,5,22.6300426411681,113.150213205841
0.013,"632_H","UNSTIM",3,1,2022-07-01,5,10.1445018736271,50.7225093681354
0.01,"632_H","UNSTIM",3,1,2022-07-01,5,7.80346297971314,39.0173148985657
0.002,"632_H","UNSTIM",3,1,2022-07-01,5,1.56069259594263,7.80346297971314
0.026,"3E10_GFP","UNSTIM",2,1,2022-07-01,5,20.2890037472542,101.445018736271
0.025,"69","UNSTIM",2,1,2022-07-01,5,19.5086574492829,97.5432872464143
0.025,"591_L","UNSTIM",2,1,2022-07-01,5,19.5086574492829,97.5432872464143
-0.003,"631_H","UNSTIM",2,1,2022-07-01,5,-2.34103889391394,-11.7051944695697
0.029,"632_H","UNSTIM",2,1,2022-07-01,5,22.6300426411681,113.150213205841
0.033,"3E10_GFP","UNSTIM",2,1,2022-07-01,5,25.7514278330534,128.757139165267
0.029,"69","UNSTIM",2,1,2022-07-01,5,22.6300426411681,113.150213205841
0.024,"591_L","UNSTIM",2,1,2022-07-01,5,18.7283111513115,93.6415557565577
0.008,"631_H","UNSTIM",2,1,2022-07-01,5,6.24277038377051,31.2138519188526
0.024,"632_H","UNSTIM",2,1,2022-07-01,5,18.7283111513115,93.6415557565577
-0.044,"BDLD_27_E","STIM",1,1,2023-05-04,5,-28.5212844089077,-142.606422044539
-0.097,"BDLD_50_E","STIM",1,1,2023-05-04,5,-62.8764679014556,-314.382339507278
-0.098,"BDLD_14_E","STIM",1,1,2023-05-04,5,-63.524678910749,-317.623394553745
0.529,"3E10_GFP","STIM",1,1,2023-05-04,5,342.903623916186,1714.51811958093
-0.081,"204_TRIPLE_KO","STIM",1,1,2023-05-04,5,-52.5050917527619,-262.52545876381
1.471,"WT_EL4","STIM",1,1,2023-05-04,5,953.518394670528,4767.59197335264
0.115,"BDLD_27_E","STIM",1,1,2023-05-04,5,74.5442660687361,372.72133034368
-0.093,"BDLD_50_E","STIM",1,1,2023-05-04,5,-60.2836238642822,-301.418119321411
-0.096,"BDLD_14_E","STIM",1,1,2023-05-04,5,-62.2282568921623,-311.141284460811
0.474,"3E10_GFP","STIM",1,1,2023-05-04,5,307.252018405051,1536.26009202526
-0.075,"204_TRIPLE_KO","STIM",1,1,2023-05-04,5,-48.6158256970018,-243.079128485009
1.381,"WT_EL4","STIM",1,1,2023-05-04,5,895.179403834126,4475.89701917063
0.032,"BDLD_27_E","STIM",1,1,2023-05-04,5,20.7427522973874,103.713761486937
-0.095,"BDLD_50_E","STIM",1,1,2023-05-04,5,-61.5800458828689,-307.900229414345
-0.098,"BDLD_14_E","STIM",1,1,2023-05-04,5,-63.524678910749,-317.623394553745
0.525,"3E10_GFP","STIM",1,1,2023-05-04,5,340.310779879012,1701.55389939506
-0.066,"204_TRIPLE_KO","STIM",1,1,2023-05-04,5,-42.7819266133616,-213.909633066808
1.332,"WT_EL4","STIM",1,1,2023-05-04,5,863.417064378751,4317.08532189376
-0.094,"BDLD_27_E","UNSTIM",1,1,2023-05-04,5,-60.9318348735756,-304.659174367878
-0.097,"BDLD_50_E","UNSTIM",1,1,2023-05-04,5,-62.8764679014556,-314.382339507278
-0.092,"BDLD_14_E","UNSTIM",1,1,2023-05-04,5,-59.6354128549888,-298.177064274944
0.011,"3E10_GFP","UNSTIM",1,1,2023-05-04,5,7.13032110222693,35.6516055111346
-0.077,"204_TRIPLE_KO","UNSTIM",1,1,2023-05-04,5,-49.9122477155885,-249.561238577942
0.07,"WT_EL4","UNSTIM",1,1,2023-05-04,5,45.374770650535,226.873853252675
0.152,"BDLD_27_E","UNSTIM",1,1,2023-05-04,5,98.5280734125902,492.640367062951
-0.098,"BDLD_50_E","UNSTIM",1,1,2023-05-04,5,-63.524678910749,-317.623394553745
-0.097,"BDLD_14_E","UNSTIM",1,1,2023-05-04,5,-62.8764679014556,-314.382339507278
-0.002,"3E10_GFP","UNSTIM",1,1,2023-05-04,5,-1.29642201858671,-6.48211009293357
-0.083,"204_TRIPLE_KO","UNSTIM",1,1,2023-05-04,5,-53.8015137713486,-269.007568856743
0.022,"WT_EL4","UNSTIM",1,1,2023-05-04,5,14.2606422044539,71.3032110222693
0.02,"BDLD_27_E","UNSTIM",1,1,2023-05-04,5,12.9642201858671,64.8211009293357
-0.092,"BDLD_50_E","UNSTIM",1,1,2023-05-04,5,-59.6354128549888,-298.177064274944
-0.096,"BDLD_14_E","UNSTIM",1,1,2023-05-04,5,-62.2282568921623,-311.141284460811
0.002,"3E10_GFP","UNSTIM",1,1,2023-05-04,5,1.29642201858671,6.48211009293357
-0.069,"204_TRIPLE_KO","UNSTIM",1,1,2023-05-04,5,-44.7265596412416,-223.632798206208
0.031,"WT_EL4","UNSTIM",1,1,2023-05-04,5,20.0945412880941,100.47270644047
0.082,"BDLD_27_E","STIM",2,1,2023-05-04,5,53.1533027620553,265.766513810276
-0.111,"BDLD_50_E","STIM",2,1,2023-05-04,5,-71.9514220315626,-359.757110157813
-0.101,"BDLD_14_E","STIM",2,1,2023-05-04,5,-65.4693119386291,-327.346559693145
-0.081,"3E10_GFP","STIM",2,1,2023-05-04,5,-52.5050917527619,-262.52545876381
-0.094,"204_TRIPLE_KO","STIM",2,1,2023-05-04,5,-60.9318348735756,-304.659174367878
0.703,"WT_EL4","STIM",2,1,2023-05-04,5,455.69233953323,2278.46169766615
0.09,"BDLD_27_E","STIM",2,1,2023-05-04,5,58.3389908364021,291.694954182011
-0.099,"BDLD_50_E","STIM",2,1,2023-05-04,5,-64.1728899200423,-320.864449600212
-0.1,"BDLD_14_E","STIM",2,1,2023-05-04,5,-64.8211009293357,-324.105504646678
-0.053,"3E10_GFP","STIM",2,1,2023-05-04,5,-34.3551834925479,-171.77591746274
-0.098,"204_TRIPLE_KO","STIM",2,1,2023-05-04,5,-63.524678910749,-317.623394553745
0.564,"WT_EL4","STIM",2,1,2023-05-04,5,365.591009241453,1827.95504620727
